image,english,chinese,french
https://images.pexels.com/photos/5744616/pexels-photo-5744616.jpeg?auto=compress&cs=tinysrgb&h=350,"Then the waggoner asked: ‘From whence do you come?’ ‘I know not.’ ‘Who is your father?’ ‘That I may not tell you.’ ‘What is it that you are always muttering between your teeth?’ ‘Ah,’ replied the youth, ‘I do so wish I could shudder, but no one can teach me how.’ ‘Enough of your foolish chatter,’ said the waggoner. ‘Come, go with me, I will see about a place for you.’ The youth went with the waggoner, and in the evening they arrived at an inn where they wished to pass the night. Then at the entrance of the parlour the youth again said quite loudly: ‘If I could but shudder! If I could but shudder!’ The host who heard this, laughed and said: ‘If that is your desire, there ought to be a good opportunity for you here.’ ‘Ah, be silent,’ said the hostess, ‘so many prying persons have already lost their lives, it would be a pity and a shame if such beautiful eyes as these should never see the daylight again.’ But the youth said: ‘However difficult it may be, I will learn it. For this purpose indeed have I journeyed forth.’ He let the host have no rest, until the latter told him, that not far from thence stood a haunted castle where anyone could very easily learn what shuddering was, if he would but watch in it for three nights.",然后车夫问道：“你从哪里来？”“我不知道。”“你的父亲是谁？”“我不能告诉你。”“你总是在牙齿间嘀咕什么呢？”“啊，”年轻人回答道，“我真希望自己能颤抖，但没有人能教我如何颤抖。”“别再胡说八道了，”车夫说。 “跟我走吧，我给你找个住处。”青年跟着车夫走去，傍晚时分，来到了一家客栈，想要过夜。然后，在客厅门口，年轻人又大声说道：“要是我能不颤抖就好了！”主人听了，笑道：“如果这是你的愿望，这里应该有一个很好的机会。”“啊，闭嘴吧，”女主人说，“这么多爱打听的人已经失去了生命，如果这样美丽的眼睛再也见不到阳光了，那就太可惜了。”年轻人说：“无论多么困难，我都会学会的。”我确实是为了这个目的才出发的。”他让主人没有休息，直到主人告诉他，离那里不远有一座闹鬼的城堡，任何人只要在里面看上三个晚上，就能很容易地知道什么是颤抖。,"Alors le charretier demanda : « D’où venez-vous ? » « Je ne sais pas. » « Qui est votre père ? » « Pour que je ne puisse pas vous le dire. » « Qu’est-ce que vous marmonnez toujours entre vos dents ? « Viens, viens avec moi, je vais chercher une place pour toi. » Les jeunes gens partirent avec le chariot, et le soir ils arrivèrent à une auberge où ils voulaient passer la nuit. Puis, à l’entrée du salon, le jeune homme dit encore très haut : « Si seulement je pouvais frémir ! Si seulement je pouvais frémir ! » L’hôte qui entendit cela rit et dit : « Si tel est votre désir, il devrait y avoir une bonne occasion pour vous ici. » « Ah ! taisez-vous, dit l’hôtesse, tant de curieux ont déjà perdu la vie, ce serait dommage et dommage que des yeux aussi beaux que ceux-là ne revoient plus jamais la lumière du jour. » Mais le jeune homme dit : « Aussi difficile que cela puisse être, je l’apprendrai. C'est bien dans ce but que je suis parti. » Il ne laissa aucun repos à l'hôte, jusqu'à ce que celui-ci lui dise que non loin de là se trouvait un château hanté où chacun pouvait très facilement apprendre ce qu'était le frisson, s'il voulait bien y veiller pendant trois nuits."
https://images.pexels.com/photos/7363265/pexels-photo-7363265.jpeg?auto=compress&cs=tinysrgb&h=350,"The king had promised that he who would venture should have his daughter to wife, and she was the most beautiful maiden the sun shone on. Likewise in the castle lay great treasures, which were guarded by evil spirits, and these treasures would then be freed, and would make a poor man rich enough. Already many men had gone into the castle, but as yet none had come out again. Then the youth went next morning to the king, and said: ‘If it be allowed, I will willingly watch three nights in the haunted castle.’ The king looked at him, and as the youth pleased him, he said: ‘You may ask for three things to take into the castle with you, but they must be things without life.’ Then he answered: ‘Then I ask for a fire, a turning lathe, and a cutting-board with the knife.’ The king had these things carried into the castle for him during the day.",国王许诺，谁敢冒险，就娶他的女儿为妻，而她是阳光下最美丽的少女。同样，在城堡里有大量的宝藏，这些宝藏被邪灵看守着，这些宝藏随后会被释放，并使穷人变得足够富有。已经有很多人进了城堡，但至今没有人再出来。第二天早上，年轻人去见国王，说：“如果允许的话，我愿意在闹鬼的城堡里看三个晚上。”国王看着他，年轻人高兴了，他说：“你可以要求三样东西带进城堡，但它们必须是没有生命的东西。”然后他回答说：“那么我要一把火，一台车床，和一块带刀的切板。”国王在白天把这些东西搬进了城堡。,"Le roi avait promis que celui qui s'y risquerait aurait sa fille pour épouse, et elle était la plus belle jeune fille sur laquelle le soleil brillait. De même, dans le château se trouvaient de grands trésors, qui étaient gardés par de mauvais esprits, et ces trésors seraient ensuite libérés et rendraient un homme pauvre suffisamment riche. De nombreux hommes étaient déjà entrés dans le château, mais aucun n’en était encore ressorti. Le lendemain matin, le jeune homme se rendit chez le roi et lui dit : « Si cela est permis, je veillerai volontiers trois nuits dans le château hanté. » Le roi le regarda et, comme le jeune homme lui plut, il dit : « Vous pouvez demander trois choses à emporter avec vous dans le château, mais ce doivent être des choses sans vie. » Puis il répondit : « Alors je demande un feu, un tour et une planche à découper avec le couteau. jour."
https://images.pexels.com/photos/33089702/pexels-photo-33089702.jpeg?auto=compress&cs=tinysrgb&h=350,"When night was drawing near, the youth went up and made himself a bright fire in one of the rooms, placed the cutting-board and knife beside it, and seated himself by the turning-lathe. ‘Ah, if I could but shudder!’ said he, ‘but I shall not learn it here either.’ Towards midnight he was about to poke his fire, and as he was blowing it, something cried suddenly from one corner: ‘Au, miau! how cold we are!’ ‘You fools!’ cried he, ‘what are you crying about? If you are cold, come and take a seat by the fire and warm yourselves.’ And when he had said that, two great black cats came with one tremendous leap and sat down on each side of him, and looked savagely at him with their fiery eyes. After a short time, when they had warmed themselves, they said: ‘Comrade, shall we have a game of cards?’ ‘Why not?’ he replied, ‘but just show me your paws.’ Then they stretched out their claws. ‘Oh,’ said he, ‘what long nails you have! Wait, I must first cut them for you.’ Thereupon he seized them by the throats, put them on the cutting-board and screwed their feet fast. ‘I have looked at your fingers,’ said he, ‘and my fancy for card-playing has gone,’ and he struck them dead and threw them out into the water.",夜幕降临时，年轻人上楼，在一间房间里生起一堆明亮的火，把切菜板和刀放在旁边，然后坐在车床旁。 “啊，如果我能不颤抖就好了！”他说，“但我也不会在这里学它。”快到午夜的时候，他正要生火，当他吹火的时候，有东西突然从一个角落里叫起来：“啊，喵！”我们多冷啊！” “你们这些傻瓜！”他喊道，“你们哭什么？你要是冷了，就到火边坐下来取暖。”说完，两只大黑猫猛地一跃而来，在他的两侧坐下，用火热的眼睛凶狠地看着他。过了一会儿，当它们暖和起来后，它们说：“同志，我们可以玩牌吗？”“为什么不呢？”他回答道，“但请让我看看你的爪子。”然后它们伸出了爪子。 “哦，”他说，“你的指甲多长啊！等一下，我得先给你切一下。”于是他抓住他们的喉咙，把他们放在案板上，把他们的脚拧得紧紧的。 “我看了你的手指，”他说，“我对打牌的兴趣已经消失了。”他把手指打死，扔进水里。,"Quand la nuit approchait, le jeune homme monta et alluma un bon feu dans une des pièces, posa la planche à découper et le couteau à côté, et s'assit près du tour. « Ah ! si je pouvais seulement frémir ! » dit-il, « mais je ne l'apprendrai pas ici non plus. » Vers minuit, il était sur le point d'allumer son feu, et pendant qu'il le soufflait, quelque chose cria soudain d'un coin : « Au, miau ! comme nous avons froid ! — Imbéciles ! s'écria-t-il, pourquoi pleurez-vous ? Si vous avez froid, venez vous asseoir près du feu et réchauffez-vous. » Et quand il eut dit cela, deux grands chats noirs arrivèrent d'un bond formidable et s'assirent de chaque côté de lui et le regardèrent sauvagement de leurs yeux de feu. Peu de temps après, après s'être réchauffés, ils dirent : « Camarade, allons-nous faire une partie de cartes ? » « Pourquoi pas ? » répondit-il, « mais montre-moi simplement tes pattes. » Puis ils étendirent leurs griffes. « Oh, dit-il, que vous avez de longs ongles ! Attendez, il faut que je vous les coupe d'abord. » Là-dessus, il les saisit à la gorge, les posa sur la planche à découper et leur vissa fermement les pieds. « J'ai regardé vos doigts, dit-il, et mon envie de jouer aux cartes a disparu. » Il les frappa à mort et les jeta à l'eau."
https://images.pexels.com/photos/34895968/pexels-photo-34895968.jpeg?auto=compress&cs=tinysrgb&h=350,"But when he had made away with these two, and was about to sit down again by his fire, out from every hole and corner came black cats and black dogs with red-hot chains, and more and more of them came until he could no longer move, and they yelled horribly, and got on his fire, pulled it to pieces, and tried to put it out. He watched them for a while quietly, but at last when they were going too far, he seized his cutting-knife, and cried: ‘Away with you, vermin,’ and began to cut them down. Some of them ran away, the others he killed, and threw out into the fish-pond. When he came back he fanned the embers of his fire again and warmed himself.",但当他摆脱了这两个人，正要重新坐在火边时，从每个洞口和角落里都涌出了带着烧红铁链的黑猫和黑狗，越来越多，直到他再也无法动弹，它们可怕地叫喊着，扑向他的火，把它撕成碎片，试图扑灭它。他静静地观察了它们一会儿，最后当它们走得太远时，他抓起了切刀，喊道：“走开，害虫。”然后开始砍它们。有的逃跑了，有的被他杀了，扔到鱼塘里。当他回来时，他再次扇动余烬，取暖。,"Mais quand il se fut débarrassé de ces deux-là et qu'il était sur le point de se rasseoir près de son feu, des chats noirs et des chiens noirs avec des chaînes chauffées au rouge sortaient de tous les trous et de tous les coins, et ils étaient de plus en plus nombreux jusqu'à ce qu'il ne puisse plus bouger, et ils criaient horriblement, et montaient sur son feu, le mettaient en pièces et essayaient de l'éteindre. Il les regarda tranquillement pendant un moment, mais enfin, quand ils allèrent trop loin, il saisit son couteau et cria : « Va-t'en, vermine », et commença à les abattre. Certains d'entre eux s'enfuirent, il tua les autres et les jeta dans l'étang à poissons. A son retour, il attisa de nouveau les braises de son feu et se réchauffa."
https://images.pexels.com/photos/35096929/pexels-photo-35096929.jpeg?auto=compress&cs=tinysrgb&h=350,"And as he thus sat, his eyes would keep open no longer, and he felt a desire to sleep. Then he looked round and saw a great bed in the corner. ‘That is the very thing for me,’ said he, and got into it. When he was just going to shut his eyes, however, the bed began to move of its own accord, and went over the whole of the castle. ‘That’s right,’ said he, ‘but go faster.’ Then the bed rolled on as if six horses were harnessed to it, up and down, over thresholds and stairs, but suddenly hop, hop, it turned over upside down, and lay on him like a mountain. But he threw quilts and pillows up in the air, got out and said: ‘Now anyone who likes, may drive,’ and lay down by his fire, and slept till it was day.",当他这样坐着的时候，他的眼睛就再也睁不开了，他感到想要睡觉。然后他环顾四周，看到角落里有一张大床。 “这对我来说正是如此，”他说，然后就投入其中。然而，当他刚要闭上眼睛时，床却开始自行移动，覆盖了整个城堡。 “是的，”他说，“但走快点。”然后床滚了起来，好像有六匹马拴在上面，上下翻滚，越过门槛和楼梯，但突然跳啊跳，它翻了个底朝天，像一座山一样压在他身上。但他把被子和枕头扔到空中，下了车说：“现在谁愿意开车，都可以。”然后躺在火边，睡到天亮。,"Et tandis qu'il était ainsi assis, ses yeux ne restaient plus ouverts et il éprouvait le désir de dormir. Puis il regarda autour de lui et vit un grand lit dans un coin. «C'est exactement ce qui me convient», dit-il, et il s'y lança. Mais au moment où il allait fermer les yeux, le lit se mit à bouger tout seul et parcourut tout le château. « C'est vrai, dit-il, mais va plus vite. » Alors le lit roulait comme si six chevaux y étaient attelés, de haut en bas, par-dessus les seuils et les escaliers, mais tout d'un coup, hop, hop, il se retourna et se posa sur lui comme une montagne. Mais il a jeté des couvertures et des oreillers en l’air, est sorti et a dit : « Maintenant, quiconque le souhaite peut conduire », s’est allongé près de son feu et a dormi jusqu’au jour."
https://images.pexels.com/photos/6388316/pexels-photo-6388316.jpeg?auto=compress&cs=tinysrgb&h=350,"In the morning the king came, and when he saw him lying there on the ground, he thought the evil spirits had killed him and he was dead. Then said he: ‘After all it is a pity,--for so handsome a man.’ The youth heard it, got up, and said: ‘It has not come to that yet.’ Then the king was astonished, but very glad, and asked how he had fared. ‘Very well indeed,’ answered he; ‘one night is past, the two others will pass likewise.’ Then he went to the innkeeper, who opened his eyes very wide, and said: ‘I never expected to see you alive again! Have you learnt how to shudder yet?’ ‘No,’ said he, ‘it is all in vain. If someone would but tell me!’ The second night he again went up into the old castle, sat down by the fire, and once more began his old song: ‘If I could but shudder!’ When midnight came, an uproar and noise of tumbling about was heard; at first it was low, but it grew louder and louder.",早上，国王来了，当他看到他躺在地上时，他以为恶魔已经把他杀了，他已经死了。然后他说：“毕竟，对于如此英俊的一个人来说，这是一个遗憾。”年轻人听到了，站起来说：“事情还没到那个地步。”国王很惊讶，但很高兴，问他过得怎么样。 “确实很好，”他回答道。 “一晚过去了，另外两个晚上也会过去。”然后他走到店主面前，店主睁大了眼睛，说道：“没想到还能见到你活着！”你学会了如何颤抖了吗？” “不，”他说，“这一切都是徒劳的。如果有人能告诉我就好了！”第二天晚上，他又走进了古老的城堡，坐在火边，再次唱起他的老歌：“如果我能颤抖就好了！” 午夜到来时，听到了一阵喧闹和翻滚的声音；起初声音很小，但声音越来越大。,"Le matin, le roi arriva et quand il le vit étendu par terre, il pensa que les mauvais esprits l'avaient tué et qu'il était mort. Alors il dit : « Après tout, c'est dommage, pour un si bel homme. » Le jeune homme l'entendit, se leva et dit : « On n'en est pas encore là. » Alors le roi fut étonné, mais très heureux, et lui demanda comment il s'en était sorti. « Très bien, répondit-il ; « Une nuit est passée, les deux autres passeront également. » Puis il se rendit chez l'aubergiste, qui ouvrit de grands yeux et lui dit : « Je ne m'attendais plus à te revoir vivant ! As-tu déjà appris à frémir ? » « Non, dit-il, tout cela est en vain. Si quelqu'un voulait bien me le dire ! » La deuxième nuit, il remonta dans le vieux château, s'assit près du feu et recommença sa vieille chanson : « Si seulement je pouvais frémir ! » Quand vint minuit, un tumulte et un bruit de culbute se firent entendre ; au début, c'était faible, mais c'est devenu de plus en plus fort."
https://images.pexels.com/photos/30132645/pexels-photo-30132645.jpeg?auto=compress&cs=tinysrgb&h=350,"Then it was quiet for a while, and at length with a loud scream, half a man came down the chimney and fell before him. ‘Hullo!’ cried he, ‘another half belongs to this. This is not enough!’ Then the uproar began again, there was a roaring and howling, and the other half fell down likewise. ‘Wait,’ said he, ‘I will just stoke up the fire a little for you.’ When he had done that and looked round again, the two pieces were joined together, and a hideous man was sitting in his place. ‘That is no part of our bargain,’ said the youth, ‘the bench is mine.’ The man wanted to push him away; the youth, however, would not allow that, but thrust him off with all his strength, and seated himself again in his own place. Then still more men fell down, one after the other; they brought nine dead men’s legs and two skulls, and set them up and played at nine-pins with them. The youth also wanted to play and said: ‘Listen you, can I join you?’ ‘Yes, if you have any money.’ ‘Money enough,’ replied he, ‘but your balls are not quite round.’ Then he took the skulls and put them in the lathe and turned them till they were round. ‘There, now they will roll better!’ said he. ‘Hurrah! now we’ll have fun!’ He played with them and lost some of his money, but when it struck twelve, everything vanished from his sight.",然后又安静了一会儿，最后随着一声巨响，半个人从烟囱下来，倒在了他的面前。 “哈喽！”他喊道，“还有一半属于这个。”这还不够！’随即又是一阵骚动，一片吼叫声，另一半也同样倒了下来。 “等等，”他说，“我去给你加点火。”当他这样做后，再次环顾四周，两块碎片连在一起了，一个丑陋的男人坐在他的位置上。 “这不是我们讨价还价的一部分，”年轻人说，“这张板凳是我的。”那人想把他推开，但他却没有答应。青年却不肯，用力推开他，又坐到了自己的位置上。随后，更多的人一前一后倒下。他们带来了九个死人的腿和两个头骨，把它们竖起来玩九柱球。年轻人也想玩，他说：“听着，我可以和你一起玩吗？”“可以，如果你有钱的话。”“钱足够了，”他回答道，“但是你的球不太圆。”然后他把头骨放进车床里，把它们车削成圆的。 “好了，现在它们会滚得更好了！”他说。 '欢呼！现在我们要玩得开心了！”他和他们一起玩，输了一些钱，但是当十二点钟敲响时，一切都从他的视线中消失了。,"Puis tout fut silencieux pendant un moment, et enfin, avec un grand cri, la moitié d'un homme descendit par la cheminée et tomba devant lui. « Bonjour ! s’écria-t-il, l’autre moitié appartient à ceci. Cela ne suffit pas !’ Puis le tumulte recommença, il y eut des rugissements et des hurlements, et l’autre moitié tomba également. « Attendez, dit-il, je vais juste allumer un peu le feu pour vous. » Lorsqu'il eut fait cela et regarda de nouveau autour de lui, les deux morceaux furent réunis et un homme hideux était assis à sa place. « Cela ne fait pas partie de notre marché, dit le jeune homme, le banc est à moi. » L'homme voulut le repousser ; Mais le jeune homme ne voulut pas le permettre, mais le repoussa de toutes ses forces et se rassit à sa place. Puis d’autres hommes tombèrent encore, les uns après les autres ; ils ont apporté neuf jambes de morts et deux crânes, les ont installés et ont joué aux quilles avec eux. Le jeune voulait aussi jouer et dit : « Écoutez, puis-je vous rejoindre ? » « Oui, si vous avez de l'argent. » « Assez d'argent, répondit-il, mais vos boules ne sont pas tout à fait rondes. » Puis il prit les crânes, les mit dans le tour et les tourna jusqu'à ce qu'ils soient ronds. « Voilà, maintenant ils rouleront mieux ! » dit-il. 'Hourra! maintenant, nous allons nous amuser ! » Il joua avec eux et perdit une partie de son argent, mais quand minuit sonna, tout disparut de sa vue."
https://images.pexels.com/photos/3760526/pexels-photo-3760526.jpeg?auto=compress&cs=tinysrgb&h=350,"He lay down and quietly fell asleep. Next morning the king came to inquire after him. ‘How has it fared with you this time?’ asked he. ‘I have been playing at nine-pins,’ he answered, ‘and have lost a couple of farthings.’ ‘Have you not shuddered then?’ ‘What?’ said he, ‘I have had a wonderful time! If I did but know what it was to shudder!’ The third night he sat down again on his bench and said quite sadly: ‘If I could but shudder.’ When it grew late, six tall men came in and brought a coffin. Then he said: ‘Ha, ha, that is certainly my little cousin, who died only a few days ago,’ and he beckoned with his finger, and cried: ‘Come, little cousin, come.’ They placed the coffin on the ground, but he went to it and took the lid off, and a dead man lay therein.",他躺下，静静地睡着了。第二天早上，国王来询问他的情况。 “你这次怎么样？”他问。 “我一直在玩九瓶球，”他回答道，“输了几个铜钱。”“你当时没有发抖吗？”“什么？”他说，“我玩得很开心！”如果我能知道颤抖是什么就好了！第三天晚上，他再次坐在长凳上，非常悲伤地说：“如果我能知道颤抖就好了。” 天色渐晚时，六个高个子男人进来了，抬来了一口棺材。然后他说：“哈哈哈，那肯定是我的小表弟，他才几天前就去世了。”他用手指一招手，喊道：“来吧，小表弟，来吧。”他们把棺材放在地上，他走过去，把盖子打开，里面躺着一个死人。,"Il s'allongea et s'endormit tranquillement. Le lendemain matin, le roi vint s'enquérir de lui. « Comment ça s’est passé pour vous cette fois ? » lui a-t-il demandé. « J'ai joué aux quilles, répondit-il, et j'ai perdu quelques liards. » « Alors, n'avez-vous pas frémi ? » « Quoi ? » dit-il, « j'ai passé un moment merveilleux ! Si seulement je savais ce que c’est que frémir !’ Alors il dit : « Ha, ha, c'est certainement mon petit cousin, qui est mort il y a quelques jours seulement », et il fit signe du doigt et cria : « Viens, petit cousin, viens. » Ils posèrent le cercueil par terre, mais il s'y dirigea et enleva le couvercle, et un mort gisait dedans."
https://images.pexels.com/photos/4382523/pexels-photo-4382523.jpeg?auto=compress&cs=tinysrgb&h=350,"He felt his face, but it was cold as ice. ‘Wait,’ said he, ‘I will warm you a little,’ and went to the fire and warmed his hand and laid it on the dead man’s face, but he remained cold. Then he took him out, and sat down by the fire and laid him on his breast and rubbed his arms that the blood might circulate again. As this also did no good, he thought to himself: ‘When two people lie in bed together, they warm each other,’ and carried him to the bed, covered him over and lay down by him. After a short time the dead man became warm too, and began to move.",他摸了摸自己的脸，却冰冷如冰。 “等等，”他说，“我给你暖和一下。”然后走到火边暖暖手，放在死者的脸上，但他仍然很冷。然后他把他抱出来，坐在火边，把他放在胸前，揉搓他的手臂，让血液再次循环。如此也无济于事，他心里想：“两个人同床共枕，互相取暖。”便把他抱到床上，盖在他身边，躺在他身边。过了一会儿，死者也变得温暖起来，并开始移动。,"Il sentit son visage, mais il était froid comme de la glace. « Attends, dit-il, je vais te réchauffer un peu. » Il s'approcha du feu, réchauffa sa main et la posa sur le visage du mort, mais il resta froid. Puis il le sortit, s'assit près du feu, le posa sur sa poitrine et lui frotta les bras pour que le sang puisse à nouveau circuler. Comme cela ne servait à rien non plus, il pensa en lui-même : « Quand deux personnes couchent ensemble dans le lit, elles se réchauffent l'une l'autre », il le porta jusqu'au lit, le recouvrit et s'allongea à côté de lui. Peu de temps après, le mort se réchauffa à son tour et commença à bouger."
https://images.pexels.com/photos/2248498/pexels-photo-2248498.jpeg?auto=compress&cs=tinysrgb&h=350,"Then said the youth, ‘See, little cousin, have I not warmed you?’ The dead man, however, got up and cried: ‘Now will I strangle you.’ ‘What!’ said he, ‘is that the way you thank me? You shall at once go into your coffin again,’ and he took him up, threw him into it, and shut the lid. Then came the six men and carried him away again. ‘I cannot manage to shudder,’ said he. ‘I shall never learn it here as long as I live.’ Then a man entered who was taller than all others, and looked terrible. He was old, however, and had a long white beard. ‘You wretch,’ cried he, ‘you shall soon learn what it is to shudder, for you shall die.’ ‘Not so fast,’ replied the youth. ‘If I am to die, I shall have to have a say in it.’ ‘I will soon seize you,’ said the fiend. ‘Softly, softly, do not talk so big. I am as strong as you are, and perhaps even stronger.’ ‘We shall see,’ said the old man. ‘If you are stronger, I will let you go--come, we will try.’ Then he led him by dark passages to a smith’s forge, took an axe, and with one blow struck an anvil into the ground. ‘I can do better than that,’ said the youth, and went to the other anvil. The old man placed himself near and wanted to look on, and his white beard hung down. Then the youth seized the axe, split the anvil with one blow, and in it caught the old man’s beard. ‘Now I have you,’ said the youth. ‘Now it is your turn to die.’ Then he seized an iron bar and beat the old man till he moaned and entreated him to stop, when he would give him great riches. The youth drew out the axe and let him go. The old man led him back into the castle, and in a cellar showed him three chests full of gold. ‘Of these,’ said he, ‘one part is for the poor, the other for the king, the third yours.’ In the meantime it struck twelve, and the spirit disappeared, so that the youth stood in darkness. ‘I shall still be able to find my way out,’ said he, and felt about, found the way into the room, and slept there by his fire. Next morning the king came and said: ‘Now you must have learnt what shuddering is?’ ‘No,’ he answered; ‘what can it be? My dead cousin was here, and a bearded man came and showed me a great deal of money down below, but no one told me what it was to shudder.’ ‘Then,’ said the king, ‘you have saved the castle, and shall marry my daughter.’ ‘That is all very well,’ said he, ‘but still I do not know what it is to shudder!’ Then the gold was brought up and the wedding celebrated; but howsoever much the young king loved his wife, and however happy he was, he still said always: ‘If I could but shudder--if I could but shudder.’ And this at last angered her. Her waiting-maid said: ‘I will find a cure for him; he shall soon learn what it is to shudder.’ She went out to the stream which flowed through the garden, and had a whole bucketful of gudgeons brought to her. At night when the young king was sleeping, his wife was to draw the clothes off him and empty the bucket full of cold water with the gudgeons in it over him, so that the little fishes would sprawl about him. Then he woke up and cried: ‘Oh, what makes me shudder so?--what makes me shudder so, dear wife? Ah! now I know what it is to shudder!’",年轻人说：“你看，小表弟，我没有温暖你吗？”死者却站起来喊道：“现在我要掐死你了。”“什么！”他说，“你就是这样感谢我的吗？”你应该立刻回到你的棺材里去。”他把他抱起来，扔进棺材里，关上盖子。随后那六个人又来了，把他带走了。 “我无法颤抖，”他说。 “只要我活着，我就永远不会在这里学到它。”然后一个男人走了进来，他比其他人都高，看上去很可怕。然而他已经很老了，留着长长的白胡子。 “你这个可怜虫，”他喊道，“你很快就会知道什么是颤抖，因为你会死的。” “别这么快，”年轻人回答道。 “如果我要死，我就必须有发言权。” “我很快就会抓住你，”恶魔说道。 ‘小声一点，小声一点，别说那么大。 “我和你一样坚强，甚至更强。” “我们拭目以待吧。”老人说道。 “如果你更强，我就放你走——来吧，我们会尽力的。”然后他领着他穿过黑暗的通道来到一家铁匠铺，拿起一把斧头，一击将铁砧敲入地下。 “我可以做得更好，”年轻人说道，然后走向另一块铁砧。老者凑近想看，白胡子垂了下来。然后年轻人抓起斧头，一击劈开铁砧，夹住了老人的胡子。 “现在我有了你，”年轻人说道。 “现在轮到你死了。”然后，他抓起一根铁棍，殴打老人，直到老人呻吟出声，恳求他停下来，届时他会给他巨额财富。青年拔出斧头，放了他。老人领着他回到城堡，在一个地窖里给他看了三个装满金子的箱子。 “其中，”他说，“一份给穷人，另一份给国王，第三份给你。”这时，十二点钟敲响了，幽灵消失了，年轻人站在黑暗中。 “我还是能找到出去的路，”他说，然后摸索着，找到了进入房间的路，然后睡在火边。第二天早上，国王来了，说道：“现在你一定已经知道什么是颤抖了吧？”“不，”他回答道。 ‘那会是什么？我死去的表弟在这里，一个大胡子男人走过来，在下面给我看了一大笔钱，但没有人告诉我什么是颤抖。”“那么，”国王说，“你拯救了这座城堡，并将娶我的女儿。”“那很好，”他说，“但我仍然不知道什么是颤抖！但无论年轻的国王多么爱他的妻子，无论他多么幸福，他仍然总是说：“如果我能不颤抖就好了——如果我能不颤抖就好了。”这最终激怒了她。她的侍女说道：“我会找到治疗他的方法； “他很快就会知道什么是颤抖。”她走到流经花园的小溪边，让人给她带来了一整桶鱼。晚上，当年轻的国王睡觉时，他的妻子要把他的衣服脱下来，把装有鱼的桶里的冷水倒在他身上，这样小鱼就会在他周围趴着。然后他醒了，哭道：‘哦，是什么让我如此颤抖？——是什么让我如此颤抖，亲爱的妻子？啊!现在我知道什么是颤抖了！”,"Alors le jeune homme dit : « Vois, petit cousin, je ne t'ai pas réchauffé ? » Mais le mort se releva et s'écria : « Maintenant, je vais t'étrangler. » « Quoi ! » dit-il, « est-ce ainsi que tu me remercies ? Tu retourneras tout de suite dans ton cercueil. » Il le prit, le jeta dedans et ferma le couvercle. Puis les six hommes arrivèrent et l'emportèrent de nouveau. «Je n'arrive pas à frémir», dit-il. «Je ne l'apprendrai jamais ici tant que je vivrai.» Puis entra un homme qui était plus grand que tous les autres et qui avait l'air terrible. Mais il était vieux et portait une longue barbe blanche. « Misérable, s'écria-t-il, tu apprendras bientôt ce que c'est que frémir, car tu mourras. » « Pas si vite », répondit le jeune homme. « Si je dois mourir, je devrai avoir mon mot à dire. » « Je vais bientôt vous saisir », dit le démon. « Doucement, doucement, ne parle pas si fort. Je suis aussi fort que toi, et peut-être même plus fort. — Nous verrons, dit le vieil homme. "" Si tu es plus fort, je te laisserai partir, viens, nous essaierons. "" Puis il le conduisit par des passages sombres jusqu'à la forge d'un forgeron, prit une hache et d'un seul coup enfonça une enclume dans le sol. «Je peux faire mieux que cela», dit le jeune homme en se dirigeant vers l'autre enclume. Le vieillard se plaça tout près et voulut regarder, et sa barbe blanche pendait. Alors le jeune homme saisit la hache, fendit l’enclume d’un seul coup et y saisit la barbe du vieillard. «Maintenant, je t'ai», dit le jeune. ""Maintenant, c'est à toi de mourir."" Puis il saisit une barre de fer et frappa le vieil homme jusqu'à ce qu'il gémisse et le supplie d'arrêter, alors qu'il lui donnerait de grandes richesses. Le jeune sortit la hache et le laissa partir. Le vieil homme le ramena au château et, dans une cave, lui montra trois coffres pleins d'or. « Parmi ceux-ci, dit-il, une partie est pour les pauvres, l'autre pour le roi, la troisième pour vous. » Entre-temps, midi sonna, et l'esprit disparut, de sorte que le jeune homme resta dans les ténèbres. «Je pourrai encore trouver le chemin de la sortie», dit-il, et il tâtonna, trouva le chemin de la chambre et y dormit près de son feu. Le lendemain matin, le roi vint et dit : « Maintenant, vous devez avoir appris ce que c'est que le frisson ? » « Non », répondit-il ; 'qu'est-ce que ça peut être ? Mon cousin mort était ici, et un homme barbu est venu et m'a montré beaucoup d'argent en bas, mais personne ne m'a dit ce que c'était que de frissonner. » « Alors, dit le roi, vous avez sauvé le château et vous épouserez ma fille. » « C'est très bien, dit-il, mais je ne sais toujours pas ce que c'est que de frissonner ! mais malgré l'amour que le jeune roi avait pour sa femme et malgré son bonheur, il disait toujours : « Si seulement je pouvais frémir, si seulement je pouvais frémir. » Et cela finit par la mettre en colère. Sa servante dit : « Je lui trouverai un remède ; il saura bientôt ce que c'est que frémir. » Elle se rendit au ruisseau qui coulait dans le jardin et se fit apporter tout un seau de goujons. La nuit, lorsque le jeune roi dormait, sa femme devait lui retirer ses vêtements et vider sur lui le seau plein d'eau froide contenant les goujons, afin que les petits poissons se précipitaient autour de lui. Puis il se réveilla et s’écria : « Oh ! qu’est-ce qui me fait tant frissonner ? – qu’est-ce qui me fait tant frissonner, chère épouse ? Ah ! maintenant je sais ce que c’est que frissonner !"
